설비번호,시퀀스,컨베이어전류,회전A전류,회전B전류,펌프A전류,펌프B전류
1,114,0.0,0.0505,0.7001,0.01,0.0
1,115,0.0,0.051,0.7037,0.01,0.0
1,116,0.0,0.0517,0.7037,0.01,0.0
1,117,0.0,0.0521,0.7037,0.0101,0.0
1,118,0.0,0.0523,0.7037,0.01,0.0
1,119,0.0,0.0521,0.7037,0.0103,0.0
1,120,0.0,0.0519,0.7037,0.0113,0.0
1,121,0.0,0.0516,0.6996,0.0125,0.0
1,122,0.0,0.0518,0.7037,0.0134,0.0
1,123,0.0,0.0517,0.7037,0.0138,0.0
1,124,0.0,0.0517,0.7037,0.0139,0.0
1,125,0.0,0.0514,0.7037,0.0138,0.0
1,126,0.0,0.0512,0.7037,0.0134,0.0
1,127,0.0,0.0518,0.7037,0.0126,0.0
1,128,0.0,0.0523,0.7037,0.0112,0.0
1,129,0.0,0.0523,0.7037,0.0101,0.0
1,130,0.0,0.0523,0.7037,0.01,0.0
1,131,0.0,0.0523,0.7037,0.01,0.0
1,132,0.0,0.0514,0.703,0.01,0.0
1,133,0.0,0.0516,0.7037,0.01,0.0
1,134,0.0,0.0514,0.7037,0.01,0.0
1,135,0.0,0.0516,0.7037,0.01,0.0
1,136,0.0,0.0515,0.7037,0.01,0.0
1,137,0.0,0.0519,0.7037,0.01,0.0
1,138,0.0,0.0519,0.7037,0.01,0.0
1,139,0.0,0.0523,0.7037,0.01,0.0
1,140,0.0,0.0522,0.7037,0.01,0.0
1,141,0.0,0.052,0.7037,0.0109,0.0
1,142,0.0,0.0513,0.6996,0.0123,0.0
1,143,0.0,0.0519,0.7037,0.0137,0.0
1,144,0.0,0.0514,0.7037,0.0139,0.0
1,145,0.0,0.0517,0.7037,0.0139,0.0
1,146,0.0,0.0521,0.7037,0.0138,0.0
1,147,0.0,0.0513,0.7037,0.0139,0.0
1,148,0.0,0.0523,0.7037,0.0139,0.0
1,149,0.0,0.0523,0.7037,0.0132,0.0
1,150,0.0,0.0521,0.7037,0.0116,0.0
1,151,0.0,0.0523,0.7037,0.0101,0.0
1,152,0.0,0.052,0.703,0.01,0.0
1,153,0.0,0.0508,0.7016,0.01,0.0
1,154,0.0,0.0504,0.7037,0.01,0.0
1,155,0.0,0.0509,0.7037,0.01,0.0
1,156,0.0,0.0511,0.7037,0.0101,0.0
1,157,0.0,0.0506,0.703,0.0101,0.0
1,158,0.0,0.05,0.696,0.0101,0.0
1,159,0.0,0.0507,0.7037,0.0101,0.0
1,160,0.0,0.0508,0.6967,0.0101,0.0
1,161,0.0,0.0515,0.7037,0.0106,0.0
1,162,0.0,0.052,0.7037,0.0114,0.0
1,163,0.0,0.0512,0.7037,0.0123,0.0
1,164,0.0,0.0506,0.7016,0.0131,0.0
1,165,0.0,0.0504,0.7037,0.0135,0.0
1,166,0.0,0.0505,0.7009,0.0138,0.0
1,167,0.0,0.05,0.696,0.0138,0.0
1,168,0.0,0.0501,0.6958,0.0138,0.0
1,169,0.0,0.0508,0.7037,0.0133,0.0
1,170,0.0,0.051,0.7037,0.0127,0.0
1,171,0.0,0.0509,0.7037,0.012,0.0
1,172,0.0,0.0514,0.7037,0.0112,0.0
1,173,0.0,0.0503,0.6981,0.0102,0.0
1,174,0.0,0.0503,0.6995,0.01,0.0
1,175,0.0,0.0507,0.7037,0.01,0.0
1,176,0.0,0.0505,0.7009,0.01,0.0
1,177,0.0,0.05,0.6939,0.01,0.0
1,178,0.0,0.0498,0.6876,0.01,0.0
1,179,0.0,0.0501,0.6876,0.01,0.0
1,180,0.0,0.0522,0.7037,0.01,0.0
1,181,0.0,0.0506,0.6931,0.01,0.0
1,182,0.0,0.0503,0.6975,0.01,0.0
1,183,0.0,0.0496,0.6886,0.0102,0.0
1,184,0.0,0.0504,0.7037,0.0111,0.0
1,185,0.0,0.05,0.7037,0.0123,0.0
1,186,0.0,0.05,0.7037,0.0133,0.0
1,187,0.0,0.0519,0.7037,0.0139,0.0
1,188,0.0,0.0512,0.7009,0.0139,0.0
1,189,0.0,0.0507,0.7037,0.0138,0.0
1,190,0.0,0.0511,0.7037,0.0128,0.0
1,191,0.0,0.0514,0.7037,0.0108,0.0
1,192,0.0,0.051,0.7037,0.01,0.0
1,193,0.0,0.0514,0.7002,0.0099,0.0
1,194,0.0,0.0512,0.7037,0.0099,0.0
1,195,0.0,0.051,0.7037,0.0099,0.0
1,196,0.0,0.0512,0.7023,0.01,0.0
1,197,0.0,0.0505,0.6982,0.01,0.0
1,198,0.0,0.0506,0.7037,0.0099,0.0
1,199,0.0,0.0517,0.7037,0.0099,0.0
1,200,0.0,0.0516,0.7037,0.0099,0.0
1,201,0.0,0.0504,0.7037,0.01,0.0
1,202,0.0,0.0498,0.6893,0.01,0.0
1,203,0.0,0.0501,0.6953,0.01,0.0
1,204,0.0,0.052,0.7037,0.0103,0.0
1,205,0.0,0.0523,0.7037,0.0109,0.0
1,206,0.0,0.0514,0.7037,0.0117,0.0
1,207,0.0,0.0516,0.7037,0.0125,0.0
1,208,0.0,0.0508,0.7037,0.0134,0.0
1,209,0.0,0.0501,0.7016,0.0139,0.0
1,210,0.0,0.0496,0.6763,0.0139,0.0
1,211,0.0,0.0498,0.696,0.0139,0.0
1,212,0.0,0.0508,0.7037,0.0139,0.0
1,213,0.0,0.0514,0.7037,0.0138,0.0
1,214,0.0,0.0517,0.7037,0.0139,0.0
1,215,0.0,0.0517,0.7037,0.0135,0.0
1,216,0.0,0.0514,0.7015,0.0121,0.0
1,217,0.0,0.05,0.6911,0.0103,0.0
1,218,0.0,0.0498,0.7002,0.01,0.0
1,219,0.0,0.0503,0.7015,0.01,0.0
1,220,0.0,0.0498,0.6988,0.01,0.0
1,221,0.0,0.0499,0.7016,0.0099,0.0
1,222,0.0,0.0497,0.7037,0.01,0.0
1,223,0.0826,0.0496,0.6804,0.01,0.0
1,224,0.2559,0.0496,0.6806,0.01,0.0
1,225,0.2596,0.0496,0.6799,0.01,0.0
1,226,0.2582,0.0503,0.7037,0.01,0.0
1,227,0.2553,0.05,0.7037,0.01,0.0
1,228,0.2553,0.0498,0.703,0.01,0.0
1,229,0.2549,0.0497,0.6897,0.01,0.0
1,230,0.2552,0.0496,0.6765,0.0104,0.0
1,231,0.2553,0.0496,0.6845,0.0114,0.0
1,232,0.2553,0.0496,0.6834,0.0124,0.0
1,233,0.2553,0.0496,0.6996,0.0133,0.0
1,234,0.2553,0.0499,0.6911,0.0139,0.0
1,235,0.2553,0.0497,0.6941,0.0139,0.0
1,236,0.2553,0.0501,0.7037,0.0139,0.0
1,237,0.2553,0.0496,0.6939,0.0137,0.0
1,238,0.2553,0.0496,0.6907,0.0131,0.0
1,239,0.2553,0.0499,0.6967,0.012,0.0
1,240,0.0294,0.0505,0.7037,0.0104,0.0
1,241,0.0,0.0498,0.6953,0.01,0.0
1,242,0.0,0.0504,0.7037,0.01,0.0
1,243,0.0,0.0502,0.6968,0.01,0.0
1,244,0.1062,0.0501,0.7037,0.01,0.0
1,245,0.2482,0.0499,0.7037,0.01,0.0
1,246,0.2482,0.05,0.703,0.01,0.0
1,247,0.2482,0.0509,0.7037,0.01,0.0
1,248,0.2485,0.0509,0.7037,0.01,0.0
1,249,0.2489,0.0512,0.7037,0.01,0.0
1,250,0.2482,0.0496,0.6988,0.01,0.0
2,1,0.0,0.0496,0.7037,0.0,0.0
2,2,0.0,0.0496,0.7037,0.0,0.0
2,3,0.0,0.0496,0.7037,0.0,0.0
2,4,0.0,0.0496,0.7037,0.0,0.0
2,5,0.0,0.0496,0.7037,0.0,0.0
2,6,0.0,0.0496,0.7037,0.0,0.0
2,7,0.0,0.0496,0.7037,0.0,0.0
2,8,0.0,0.0496,0.7037,0.0,0.0
2,9,0.0,0.0496,0.7037,0.0,0.0
2,10,0.0,0.0496,0.7037,0.0,0.0
2,11,0.0,0.0496,0.7037,0.0,0.0
2,12,0.0,0.0496,0.7037,0.0,0.0
2,13,0.0,0.0496,0.7037,0.0,0.0
2,14,0.0,0.0496,0.7037,0.0,0.0
2,15,0.0,0.0497,0.7037,0.0,0.0
2,16,0.0,0.0497,0.7037,0.0,0.0
2,17,0.0,0.0496,0.7177,0.0,0.0
2,18,0.0,0.0496,0.7255,0.0,0.0
2,19,0.0,0.0496,0.7092,0.0,0.0
2,20,0.0,0.0496,0.7037,0.0,0.0
2,21,0.0,0.0496,0.7037,0.0,0.0
2,22,0.0,0.0496,0.7037,0.0,0.0
2,23,0.0,0.0496,0.7037,0.0,0.0
2,24,0.0,0.0496,0.7037,0.0,0.0
2,25,0.0,0.0496,0.7037,0.0,0.0
2,26,0.0,0.0496,0.7037,0.0,0.0
2,27,0.0,0.0496,0.7037,0.0,0.0
2,28,0.0,0.0496,0.7037,0.0,0.0
2,29,0.0,0.0496,0.7037,0.0,0.0
2,30,0.0,0.0496,0.7037,0.0,0.0
2,31,0.0,0.0501,0.7037,0.0,0.0
2,32,0.0,0.0511,0.7037,0.0,0.0
2,33,0.0,0.0523,0.7165,0.0,0.0
2,34,0.0,0.0523,0.7213,0.0,0.0
2,35,0.0,0.0523,0.7343,0.0,0.0
2,36,0.0,0.0523,0.7407,0.0,0.0
2,37,0.0,0.0523,0.7227,0.0,0.0
2,38,0.1362,0.0523,0.7261,0.0,0.0
2,39,0.0307,0.0523,0.7037,0.0,0.0
2,40,0.0,0.0523,0.7037,0.0,0.0
2,41,0.0,0.0523,0.7037,0.0,0.0
2,42,0.0,0.0523,0.7037,0.0,0.0
2,43,0.0,0.0523,0.7037,0.0,0.0
2,44,0.0,0.0523,0.7037,0.0,0.0
2,45,0.0,0.0523,0.7037,0.0,0.0
2,46,0.0,0.0523,0.7037,0.0,0.0
2,47,0.0,0.0523,0.7037,0.0,0.0
2,48,0.0,0.0523,0.7037,0.0,0.0
2,49,0.0,0.0523,0.7037,0.0,0.0
2,50,0.0,0.0523,0.7037,0.0,0.0
2,51,0.0,0.0523,0.7037,0.0,0.0
2,52,0.0,0.0523,0.7037,0.0,0.0
2,53,0.0,0.0523,0.7037,0.0,0.0
2,54,0.0,0.0523,0.7037,0.0,0.0
2,55,0.0,0.0523,0.7037,0.0,0.0
2,56,0.0,0.0523,0.7037,0.0,0.0
2,57,0.0,0.0523,0.7037,0.0,0.0
2,58,0.0,0.0523,0.7037,0.0,0.0
2,59,0.0,0.0523,0.7037,0.0,0.0
2,60,0.0,0.0523,0.7037,0.0,0.0
2,61,0.0,0.0523,0.7037,0.0,0.0
2,62,0.0,0.0523,0.7037,0.0,0.0
2,63,0.0,0.0523,0.7037,0.0,0.0
2,64,0.0,0.0523,0.7037,0.0,0.0
2,65,0.0,0.0523,0.7037,0.0,0.0
2,66,0.0,0.0523,0.7037,0.0,0.0
2,67,0.0,0.0523,0.7037,0.0,0.0
2,68,0.0,0.0523,0.7037,0.0,0.0
2,69,0.0,0.0523,0.7037,0.0,0.0
2,70,0.0,0.0523,0.7037,0.0,0.0
2,71,0.0,0.0523,0.7037,0.0,0.0
2,72,0.0,0.0523,0.7037,0.0,0.0
2,73,0.0,0.0523,0.7037,0.0,0.0
2,74,0.0,0.0523,0.7037,0.0,0.0
2,75,0.0,0.0523,0.7037,0.0,0.0
2,76,0.0,0.0523,0.7037,0.0,0.0
2,77,0.0,0.0523,0.7037,0.0,0.0
2,78,0.0,0.0523,0.7037,0.0,0.0
2,79,0.0,0.0523,0.7037,0.0,0.0
2,80,0.0,0.0523,0.7037,0.0,0.0
2,81,0.0,0.0523,0.7037,0.0,0.0
2,82,0.0,0.0523,0.7037,0.0,0.0
2,83,0.0,0.0523,0.7037,0.0,0.0
2,84,0.0,0.0523,0.7037,0.0,0.0
2,85,0.0,0.0523,0.7037,0.0,0.0
2,86,0.0,0.0523,0.7037,0.0,0.0
2,87,0.0,0.0523,0.7037,0.0,0.0
2,88,0.0,0.0523,0.7037,0.0,0.0
2,89,0.0,0.0523,0.7037,0.0,0.0
2,90,0.0,0.0523,0.7037,0.0,0.0
2,91,0.0,0.0523,0.7037,0.0,0.0
2,92,0.0,0.0523,0.7037,0.0,0.0
2,93,0.0,0.0523,0.7037,0.0,0.0
2,94,0.0,0.0523,0.7037,0.0,0.0
2,95,0.0,0.0523,0.7037,0.0,0.0
2,96,0.0,0.0523,0.7037,0.0,0.0
2,97,0.0,0.0523,0.7037,0.0,0.0
2,98,0.0,0.0523,0.7037,0.0,0.0
2,99,0.0,0.0523,0.7037,0.0,0.0
2,100,0.0,0.0523,0.7037,0.0,0.0
2,101,0.0,0.0523,0.7037,0.0,0.0
2,102,0.0,0.0523,0.7037,0.0,0.0
2,103,0.0,0.0523,0.7037,0.0,0.0
2,104,0.0,0.0523,0.7037,0.0,0.0
2,105,0.0,0.0523,0.7037,0.0,0.0
2,106,0.0,0.0523,0.7037,0.0,0.0
2,107,0.0,0.0523,0.7037,0.0,0.0
2,108,0.0,0.0523,0.7037,0.0,0.0
2,109,0.0,0.0523,0.7037,0.0,0.0
2,110,0.0,0.0523,0.7037,0.0,0.0
2,111,0.0,0.0523,0.7037,0.0,0.0
2,112,0.0,0.0523,0.7037,0.0,0.0
2,113,0.0,0.0523,0.7037,0.0,0.0
2,114,0.0,0.0523,0.7037,0.0,0.0
2,115,0.0,0.0523,0.7037,0.0,0.0
2,116,0.0,0.0523,0.7037,0.0,0.0
2,117,0.0,0.0523,0.7037,0.0,0.0
2,118,0.0,0.0523,0.7037,0.0,0.0
2,119,0.0,0.0523,0.7037,0.0,0.0
2,120,0.0,0.0523,0.7037,0.0,0.0
2,121,0.0,0.0523,0.7037,0.0,0.0
2,122,0.0,0.0523,0.7037,0.0,0.0
2,123,0.0,0.0523,0.7037,0.0,0.0
2,124,0.0,0.0523,0.7037,0.0,0.0
2,125,0.0,0.0523,0.7037,0.0,0.0
2,126,0.0,0.0523,0.7037,0.0,0.0
2,127,0.0,0.0523,0.7037,0.0,0.0
2,128,0.2306,0.0523,0.7037,0.0,0.0
2,129,0.1212,0.0523,0.7037,0.0,0.0
2,130,0.0,0.0523,0.7037,0.0,0.0
2,131,0.0,0.0523,0.7037,0.0,0.0
2,132,0.0,0.0523,0.7037,0.0,0.0
2,133,0.0,0.0523,0.7037,0.0,0.0
2,134,0.0,0.0523,0.7037,0.0,0.0
2,135,0.0,0.0523,0.7037,0.0,0.0
2,136,0.2602,0.0523,0.7037,0.0,0.0
2,137,0.2695,0.0523,0.7037,0.0,0.0
2,138,0.0301,0.0523,0.7037,0.0,0.0
2,139,0.0,0.0523,0.7037,0.0,0.0
2,140,0.0,0.0523,0.7037,0.0,0.0
2,141,0.0,0.0523,0.7037,0.0,0.0
2,142,0.0,0.0523,0.7037,0.0,0.0
2,143,0.0,0.0523,0.7037,0.0,0.0
2,144,0.0,0.0523,0.7037,0.0,0.0
2,145,0.0,0.0523,0.7037,0.0,0.0
2,146,0.0,0.0523,0.7037,0.0,0.0
2,147,0.0,0.0523,0.7037,0.0,0.0
2,148,0.0,0.0523,0.7037,0.0,0.0
2,149,0.0,0.0523,0.7037,0.0,0.0
2,150,0.0,0.0523,0.7037,0.0,0.0
2,151,0.0,0.0523,0.7037,0.0,0.0
2,152,0.0,0.0523,0.7037,0.0,0.0
2,153,0.0,0.0523,0.7037,0.0,0.0
2,154,0.0,0.0523,0.7037,0.0,0.0
2,155,0.0,0.0523,0.7037,0.0,0.0
2,156,0.0,0.0523,0.7037,0.0,0.0
2,157,0.0,0.0523,0.7037,0.0,0.0
2,158,0.0,0.0523,0.7037,0.0,0.0
2,159,0.0,0.0521,0.7037,0.0,0.0
2,160,0.0,0.0523,0.7037,0.0,0.0
2,161,0.0,0.0522,0.7037,0.0,0.0
2,162,0.0,0.0521,0.7037,0.0,0.0
2,163,0.0,0.0523,0.7037,0.0,0.0
2,164,0.0,0.052,0.7037,0.0,0.0
2,165,0.0,0.0509,0.7037,0.0,0.0
2,166,0.0,0.0518,0.7037,0.0,0.0
2,167,0.0,0.0519,0.7037,0.0,0.0
2,168,0.0,0.0508,0.7037,0.0,0.0
2,169,0.0,0.0509,0.7037,0.0,0.0
2,170,0.0,0.0514,0.7037,0.0,0.0
2,171,0.0,0.0523,0.7037,0.0,0.0
2,172,0.0,0.0521,0.7037,0.0,0.0
2,173,0.0,0.0512,0.7037,0.0,0.0
2,174,0.0,0.0508,0.7037,0.0,0.0
2,175,0.0,0.0523,0.7037,0.0,0.0
2,176,0.0,0.0518,0.7037,0.0,0.0
2,177,0.0,0.0509,0.7037,0.0,0.0
2,178,0.0,0.0523,0.7037,0.0,0.0
2,179,0.0,0.0521,0.7037,0.0,0.0
2,180,0.0,0.0517,0.7037,0.0,0.0
2,181,0.0,0.0521,0.7037,0.0,0.0
2,182,0.0,0.0521,0.7037,0.0,0.0
2,183,0.0,0.0523,0.7037,0.0,0.0
2,184,0.0,0.0523,0.7037,0.0,0.0
2,185,0.0,0.0519,0.7037,0.0,0.0
2,186,0.0,0.0523,0.7037,0.0,0.0
2,187,0.0,0.0523,0.7037,0.0,0.0
2,188,0.0,0.0523,0.7037,0.0,0.0
2,189,0.0,0.051,0.7037,0.0,0.0
2,190,0.0,0.0518,0.7037,0.0,0.0
2,191,0.0,0.0523,0.7037,0.0,0.0
2,192,0.0,0.0523,0.7037,0.0,0.0
2,193,0.0,0.0521,0.7037,0.0,0.0
2,194,0.0,0.052,0.7037,0.0,0.0
2,195,0.0,0.0521,0.7037,0.0,0.0
2,196,0.0,0.0523,0.7037,0.0,0.0
2,197,0.0,0.0518,0.7037,0.0,0.0
2,198,0.0,0.0519,0.7037,0.0,0.0
2,199,0.0,0.0513,0.7037,0.0,0.0
2,200,0.0,0.0509,0.7037,0.0,0.0
2,201,0.0,0.0498,0.7037,0.0,0.0
2,202,0.0,0.0503,0.7037,0.0,0.0
2,203,0.0,0.0504,0.7037,0.0,0.0
2,204,0.0,0.0496,0.7037,0.0,0.0
2,205,0.0,0.0503,0.7037,0.0,0.0
2,206,0.0,0.0513,0.7037,0.0,0.0
2,207,0.0,0.0512,0.7037,0.0,0.0
2,208,0.0,0.0517,0.7037,0.0,0.0
2,209,0.0,0.0514,0.7037,0.0,0.0
2,210,0.0,0.0521,0.7037,0.0,0.0
2,211,0.0,0.0514,0.7037,0.0,0.0
2,212,0.0,0.0521,0.7037,0.0,0.0
2,213,0.0,0.0521,0.7037,0.0,0.0
2,214,0.0,0.0514,0.7037,0.0,0.0
2,215,0.0,0.0523,0.7037,0.0,0.0
2,216,0.0,0.0513,0.7037,0.0,0.0
2,217,0.0,0.0521,0.7037,0.0,0.0
2,218,0.0,0.0523,0.7037,0.0,0.0
2,219,0.0,0.0513,0.7037,0.0,0.0
2,220,0.0,0.05,0.7037,0.0,0.0
2,221,0.0,0.0519,0.7037,0.0,0.0
2,222,0.0,0.0513,0.7037,0.0,0.0
2,223,0.0,0.0521,0.7037,0.0,0.0
2,224,0.0,0.0499,0.7037,0.0,0.0
2,225,0.0,0.0519,0.7037,0.0,0.0
2,226,0.0,0.0523,0.7037,0.0,0.0
2,227,0.0,0.0523,0.7037,0.0,0.0
2,228,0.0,0.0507,0.7037,0.0,0.0
2,229,0.0,0.0521,0.7037,0.0,0.0
2,230,0.0,0.0522,0.7037,0.0,0.0
2,231,0.0,0.0512,0.7037,0.0,0.0
2,232,0.0,0.0521,0.7037,0.0,0.0
2,233,0.0,0.0523,0.7037,0.0,0.0
2,234,0.0,0.0523,0.7037,0.0,0.0
2,235,0.0,0.0523,0.7037,0.0,0.0
2,236,0.0,0.0523,0.7037,0.0,0.0
2,237,0.0,0.0523,0.7037,0.0,0.0
2,238,0.0,0.0523,0.7037,0.0,0.0
2,239,0.0,0.0523,0.7037,0.0,0.0
2,240,0.0,0.0523,0.7037,0.0,0.0
2,241,0.0,0.0523,0.7037,0.0,0.0
2,242,0.0,0.0523,0.7037,0.0,0.0
2,243,0.0,0.0523,0.7037,0.0,0.0
2,244,0.0,0.0523,0.7037,0.0,0.0
2,245,0.0,0.0523,0.7037,0.0,0.0
2,246,0.0,0.0523,0.7037,0.0,0.0
2,247,0.0,0.0523,0.7037,0.0,0.0
2,248,0.0,0.0523,0.7037,0.0,0.0
2,249,0.0,0.0523,0.7037,0.0,0.0
2,250,0.0,0.0523,0.7037,0.0,0.0
3,1,0.0,0.0,0.7037,0.0,0.0
3,2,0.0,0.0,0.7037,0.0,0.0
3,3,0.0,0.0,0.7037,0.0,0.0
3,4,0.0,0.0,0.7037,0.0,0.0
3,5,0.0,0.0,0.7037,0.0,0.0
3,6,0.0,0.0,0.7037,0.0,0.0
3,7,0.0,0.0,0.7037,0.0,0.0
3,8,0.0,0.0,0.7037,0.0,0.0
3,9,0.0,0.0,0.7037,0.0,0.0
3,10,0.0,0.0,0.7037,0.0,0.0
3,11,0.0,0.0,0.7037,0.0,0.0
3,12,0.0,0.0,0.7037,0.0,0.0
3,13,0.0,0.0,0.7037,0.0,0.0
3,14,0.0,0.0,0.7037,0.0,0.0
3,15,0.0,0.0,0.7037,0.0,0.0
3,16,0.0,0.0,0.7037,0.0,0.0
3,17,0.0,0.0,0.7037,0.0,0.0
3,18,0.0,0.0,0.7037,0.0,0.0
3,19,0.0,0.0,0.7037,0.0,0.0
3,20,0.0,0.0,0.7037,0.0,0.0
3,21,0.0,0.0,0.7037,0.0,0.0
3,22,0.0,0.0,0.7037,0.0,0.0
3,23,0.0,0.0,0.7037,0.0,0.0
3,24,0.0,0.0,0.7037,0.0,0.0
3,25,0.0,0.0,0.7037,0.0,0.0
3,26,0.0,0.0,0.7037,0.0,0.0
3,27,0.0,0.0,0.7037,0.0,0.0
3,28,0.0,0.0,0.7037,0.0,0.0
3,29,0.0,0.0,0.7037,0.0,0.0
3,30,0.0,0.0,0.7037,0.0,0.0
