rms,spectral_centroid,zero_crossing_rate,label
0.0577,1734.7,0.0818,0
0.0694,1966.15,0.1235,1
0.0744,2119.52,0.1319,1
0.0535,2108.05,0.0849,0
0.0367,1936.89,0.0734,0
0.0365,1798.52,0.0625,0
0.0245,1800.96,0.0818,0
0.0497,1858.02,0.058,0
0.063,1976.06,0.0493,0
0.0848,1907.89,0.1767,1
0.0401,1428.02,0.0687,0
0.0688,2470.72,0.0544,0
0.0503,1809.89,0.0331,0
0.0599,1935.99,0.0448,0
0.0537,2817.23,0.0776,0
0.049,1953.24,0.0452,0
0.091,2819.15,0.1386,1
0.0225,2285.24,0.0969,0
0.0413,1958.26,0.0891,0
0.1026,2507.16,0.1392,1
0.0495,1118.66,0.0964,0
0.0491,1867.72,0.0722,0
0.034,1673.52,0.0324,0
0.0467,2260.39,0.0989,0
0.0391,1931.51,0.0826,0
0.0313,1942.31,0.0521,0
0.1013,3089.0,0.1297,1
0.0509,1826.87,0.116,0
0.0804,2653.64,0.1479,1
0.0874,3010.02,0.0847,1
0.0338,1997.53,0.1,0
0.0497,1688.79,0.0842,0
0.0965,2355.45,0.1313,1
0.0402,1540.96,0.0873,0
0.0442,1751.03,0.0958,0
0.0389,1907.47,0.0685,0
0.0404,1763.04,0.0765,0
0.1021,2661.53,0.1876,1
0.0882,3266.01,0.1223,1
0.0378,1737.0,0.0974,0
0.0425,1469.63,0.0656,0
0.0411,1767.23,0.085,0
0.0493,1559.44,0.0684,0
0.0495,1766.02,0.0814,0
0.0805,2450.42,0.1596,1
0.0957,3136.3,0.1652,1
0.0743,2749.43,0.1176,1
0.0365,1869.51,0.0723,0
0.0394,1851.86,0.0722,0
0.0445,1908.87,0.0416,0
0.042,2057.46,0.0899,0
0.0264,1766.41,0.0762,0
0.0601,1513.85,0.0456,0
0.0854,3256.42,0.1706,1
0.0477,2271.35,0.0559,0
0.0417,1338.46,0.058,0
0.0359,1125.7,0.1187,0
0.0434,1621.51,0.0748,0
0.032,1910.63,0.0783,0
0.0884,2746.21,0.1056,1
0.0488,2914.33,0.1472,1
0.0488,1683.76,0.0672,0
0.0332,2199.6,0.0776,0
0.0356,1456.07,0.1268,0
0.0414,1199.04,0.082,0
0.0277,1455.6,0.0767,0
0.0735,2238.8,0.1433,1
0.0345,2024.23,0.0568,0
0.0644,2011.87,0.0794,0
0.0528,2039.75,0.1353,0
0.0557,1922.52,0.0702,0
0.0906,3534.13,0.1296,1
0.0468,1829.04,0.0849,0
0.0682,2474.9,0.1544,1
0.0552,2817.88,0.1613,1
0.0433,1880.14,0.0955,0
0.0418,1914.34,0.091,0
0.0386,1725.67,0.0815,0
0.0475,2272.77,0.0614,0
0.0326,1668.69,0.0935,0
0.0531,1741.6,0.0803,0
0.03,1491.09,0.1109,0
0.0271,1920.95,0.0623,0
0.0431,1800.99,0.1005,0
0.0409,2263.79,0.0519,0
0.0322,1201.21,0.0835,0
0.047,1396.04,0.0312,0
0.0459,1155.49,0.0569,0
0.0515,1842.35,0.0852,0
0.0421,1532.46,0.0993,0
0.0303,1899.08,0.0697,0
0.0482,1639.88,0.0577,0
0.0332,1930.57,0.0814,0
0.0473,1835.4,0.0595,0
0.0293,2366.83,0.0683,0
0.0526,1407.04,0.0861,0
0.0518,1573.68,0.0764,0
0.0464,1194.58,0.0755,0
0.0361,1926.56,0.095,0
0.0454,1458.37,0.0918,0
0.0959,2852.43,0.1711,1
0.0993,2812.93,0.1085,1
0.0487,1659.5,0.0926,0
0.0612,1804.65,0.0724,0
0.0409,1522.18,0.0543,0
0.0369,2237.73,0.0627,0
0.0517,2063.74,0.0894,0
0.0713,2461.03,0.1228,1
0.0408,2395.94,0.0429,0
0.054,1324.78,0.0843,0
0.035,1524.06,0.1275,0
0.0495,1819.81,0.082,0
0.0532,1943.99,0.1047,0
0.0403,1669.33,0.0853,0
0.0331,1932.41,0.0694,0
0.0583,1189.4,0.0739,0
0.0217,1643.5,0.1155,0
0.0416,1753.91,0.0898,0
0.0956,2348.79,0.1802,1
0.0598,1524.53,0.0897,0
0.0502,2178.41,0.0692,0
0.0496,1872.18,0.05,0
0.04,1799.39,0.0594,0
0.0302,2050.42,0.0786,0
0.0502,1542.96,0.0662,0
0.0632,1741.06,0.0789,0
0.0712,2645.14,0.1073,1
0.0445,2180.68,0.0745,0
0.0485,1747.9,0.0187,0
0.0655,1354.98,0.0521,0
0.0409,2063.82,0.083,0
0.0456,1899.01,0.0489,0
0.0339,1835.33,0.0398,0
0.0343,1982.57,0.0999,0
0.0479,1942.02,0.1092,0
0.0755,2862.6,0.0921,1
0.0802,2377.63,0.142,1
0.0468,1931.15,0.1044,0
0.0472,1838.15,0.0667,0
0.0514,1844.78,0.06,0
0.0886,2301.4,0.1385,1
0.0451,1298.54,0.093,0
0.0902,2784.38,0.0907,1
0.0822,2350.82,0.1549,1
0.0417,1221.54,0.09,0
0.0309,1754.88,0.0528,0
0.0497,1440.71,0.0701,0
0.0663,1556.06,0.0538,0
0.029,1796.6,0.0643,0
0.0433,2345.87,0.0403,0
0.0428,1908.76,0.0378,0
0.0488,1301.0,0.0575,0
0.0364,1899.66,0.0906,0
0.048,1386.6,0.0631,0
0.0431,1299.88,0.0814,0
0.0473,1503.51,0.0782,0
0.0464,2427.36,0.0878,0
0.0351,2582.44,0.0934,0
0.0796,2590.26,0.1204,1
0.0489,1566.54,0.0862,0
0.0767,3223.33,0.1252,1
0.0435,1420.14,0.0833,0
0.0703,3162.24,0.1567,1
0.0458,1427.69,0.1024,0
0.0405,1871.4,0.0541,0
0.0529,2080.98,0.0939,0
0.0436,862.21,0.0863,0
0.0468,1350.63,0.1022,0
0.0473,1770.14,0.093,0
0.0521,2513.37,0.0802,0
0.0476,1760.38,0.0884,0
0.0916,2459.13,0.1634,1
0.048,2305.34,0.049,0
0.0387,1642.67,0.0921,0
0.065,2100.89,0.0636,0
0.0403,1889.14,0.0753,0
0.0194,1234.36,0.0709,0
0.0513,1643.28,0.1055,0
0.0494,3229.8,0.1619,1
0.0549,1912.65,0.0737,0
0.0572,1428.13,0.0952,0
0.0586,1817.11,0.0851,0
0.0758,2393.36,0.1333,1
0.0426,1590.06,0.0747,0
0.0417,1921.23,0.0992,0
0.0346,2086.59,0.1074,0
0.0237,1957.05,0.0901,0
0.0479,1684.21,0.0699,0
0.0543,1718.13,0.0557,0
0.0453,1732.99,0.0646,0
0.0482,1763.45,0.0564,0
0.0384,2103.25,0.0595,0
0.0288,1388.35,0.0922,0
0.0868,3005.07,0.1467,1
0.0897,2925.74,0.1254,1
0.0415,1370.5,0.0845,0
0.0505,2114.07,0.0852,0
0.0363,2535.87,0.0866,0
0.0966,2446.94,0.0688,1
0.0863,2380.85,0.1458,1
0.0294,1422.4,0.0878,0
0.0441,1929.27,0.084,0
0.0521,1578.08,0.1038,0
0.0478,2442.8,0.0702,0
0.0497,1593.8,0.0858,0
0.0722,2439.43,0.1118,1
0.0243,1656.91,0.0876,0
0.0251,1429.61,0.0438,0
0.0432,1646.0,0.0915,0
0.0368,2376.56,0.0782,0
0.0322,2033.51,0.0623,0
0.0218,1903.3,0.1315,0
0.0348,1180.95,0.0746,0
0.0425,1893.19,0.0921,0
0.0423,2265.3,0.0583,0
0.0617,1766.33,0.0935,0
0.044,1394.24,0.0884,0
0.0861,2222.72,0.1849,1
0.0305,1315.28,0.063,0
0.0447,1645.69,0.0581,0
0.1037,3184.2,0.1576,1
0.0313,1703.16,0.086,0
0.0484,1734.7,0.0846,0
0.0337,1477.47,0.048,0
0.0442,2116.34,0.0896,0
0.0443,1417.49,0.0916,0
0.0383,1819.75,0.0793,0
0.0333,1721.95,0.0973,0
0.0487,1858.9,0.0811,0
0.0777,2556.93,0.1541,1
0.0972,3299.68,0.1049,1
0.0832,2604.1,0.1455,1
0.0683,1287.93,0.0954,0
0.0347,1637.73,0.0638,0
0.0406,2048.84,0.0892,0
0.0485,2285.37,0.0555,0
0.0745,2094.27,0.1042,1
0.0396,1006.17,0.0698,0
0.0492,1333.72,0.1177,0
0.0834,2602.02,0.1141,1
0.0596,1893.74,0.1241,0
0.0472,2181.96,0.0881,0
0.0557,1668.11,0.0932,0
0.0435,1692.21,0.0897,0
0.0397,2016.77,0.062,0
0.0348,1613.85,0.0793,0
0.0406,2109.59,0.0839,0
0.0412,2374.2,0.0855,0
0.0438,1944.81,0.0568,0
0.0432,2273.37,0.0798,0
0.0394,911.04,0.064,0
0.0389,1546.39,0.0947,0
0.0514,2172.9,0.0757,0
0.0375,1679.61,0.0867,0
0.0623,1835.09,0.074,0
0.0477,2160.01,0.0582,0
0.0855,2177.42,0.1034,1
0.0394,2162.32,0.1005,0
0.0322,1889.24,0.0782,0
0.044,1726.63,0.0677,0
0.0493,2194.53,0.0591,0
0.0443,1768.5,0.0597,0
0.0397,2170.4,0.0825,0
0.0525,1724.53,0.1026,0
0.0938,2725.99,0.143,1
0.0416,1947.11,0.0761,0
0.0758,2448.17,0.1533,1
0.0154,1719.65,0.0744,0
0.0406,1730.49,0.0819,0
0.0585,1795.86,0.1119,0
0.0347,2224.05,0.0247,0
0.0302,1821.76,0.0601,0
0.0595,1808.97,0.0503,0
0.042,1568.21,0.0924,0
0.0504,1964.22,0.0713,0
0.0569,1612.29,0.1085,0
0.0475,1281.31,0.0677,0
0.1005,2496.88,0.1798,1
0.0525,1910.27,0.1053,0
0.0421,2134.57,0.0755,0
0.0585,2223.99,0.0895,0
0.0568,2668.27,0.1232,1
0.0575,1856.72,0.0902,0
0.0704,2285.81,0.1463,1
0.0434,2063.6,0.0711,0
0.0585,2748.77,0.1096,1
0.0484,2387.59,0.0748,0
0.0529,2065.93,0.0661,0
0.0767,2144.92,0.1135,1
0.0524,2409.62,0.0506,0
0.0348,1875.83,0.0389,0
0.0529,1980.95,0.0898,0
0.0459,1785.78,0.0803,0
0.0421,1673.74,0.0826,0
0.0455,1245.37,0.106,0
0.0659,1290.31,0.0561,0
0.0367,1686.84,0.1033,0
0.0586,2094.77,0.0916,0
0.0575,1836.67,0.1021,0
0.0536,2046.89,0.0865,0
0.0466,1668.05,0.0842,0
0.0623,2161.63,0.0689,0
0.0366,2256.8,0.0995,0
0.0451,1916.38,0.0369,0
0.0459,1667.37,0.0739,0
0.0235,2115.56,0.0844,0
0.0466,632.51,0.0979,0
0.0584,1712.37,0.0987,0
0.0318,1076.67,0.0982,0
0.054,1678.5,0.0921,0
0.1059,2868.48,0.1891,1
0.055,1902.67,0.0712,0
0.038,1461.35,0.1243,0
0.0536,1991.47,0.0921,0
0.0896,3088.9,0.1756,1
0.085,2571.59,0.14,1
0.0498,1364.72,0.0757,0
0.092,2403.81,0.2021,1
0.0478,1996.15,0.0639,0
0.032,1895.2,0.0925,0
0.0502,1916.92,0.0647,0
0.0293,1931.83,0.064,0
0.0219,2290.17,0.0878,0
0.0818,2289.62,0.0967,1
0.0393,1887.25,0.0445,0
0.0596,2220.74,0.074,0
0.0385,1799.55,0.0818,0
0.0347,1665.97,0.0958,0
0.0607,2634.26,0.1162,1
0.0386,1804.48,0.0487,0
0.0398,1343.32,0.0431,0
0.0318,1583.67,0.0707,0
0.0351,2083.65,0.1095,0
0.0372,1446.72,0.0986,0
0.0959,2701.9,0.1384,1
0.0281,1544.68,0.0781,0
0.0385,2225.16,0.0458,0
0.0348,1698.27,0.1009,0
0.0398,1992.85,0.0764,0
0.03,2041.23,0.0954,0
0.0466,1781.31,0.0779,0
0.0358,1566.84,0.083,0
0.0486,2338.75,0.1183,0
0.0422,951.45,0.1118,0
0.0544,1921.37,0.0516,0
0.0363,1180.17,0.095,0
0.0342,1997.16,0.0929,0
0.0495,2203.5,0.1156,0
0.058,1832.82,0.0701,0
0.0519,2219.85,0.0881,0
0.0474,1901.14,0.0954,0
0.0466,1598.88,0.0917,0
0.0255,2211.95,0.0738,0
0.0304,2090.75,0.0907,0
0.0354,1878.11,0.0445,0
0.0736,2580.76,0.1274,1
0.0808,2790.41,0.1349,1
0.0417,1366.14,0.0806,0
0.0281,2108.15,0.0325,0
0.0627,2238.57,0.0926,0
0.0906,2306.93,0.1596,1
0.0534,1738.96,0.0825,0
0.0741,1494.2,0.0723,0
0.0333,1940.0,0.0932,0
0.0364,1015.72,0.0743,0
0.0586,1729.62,0.0752,0
0.0346,1624.14,0.1062,0
0.0483,1479.59,0.0932,0
0.0697,2515.79,0.1632,1
0.0684,2231.63,0.1551,1
0.0664,1926.7,0.0556,0
0.0276,1751.6,0.1084,0
0.0379,1795.71,0.0926,0
0.1029,2931.35,0.1907,1
0.0452,1969.41,0.0694,0
0.0513,2655.34,0.142,1
0.0473,2259.62,0.0683,0
0.0209,2192.33,0.1224,0
0.036,1526.8,0.0828,0
0.0465,1802.72,0.0643,0
0.0487,1762.36,0.1118,0
0.0581,2073.5,0.0688,0
0.058,1545.73,0.0829,0
0.0397,1508.34,0.0847,0
0.0632,1626.38,0.06,0
0.0484,1781.03,0.0792,0
0.0505,2198.6,0.0652,0
0.0371,1359.56,0.0742,0
0.0654,2057.05,0.2195,1
0.0571,2371.3,0.1017,0
0.0992,2272.45,0.161,1
0.0501,1744.37,0.0468,0
0.03,1739.72,0.0802,0
0.0533,1832.65,0.1038,0
0.0927,2575.94,0.1376,1
0.0498,1878.0,0.0945,0
0.0752,3040.84,0.1459,1
0.0629,1359.71,0.0563,0
0.0531,1620.33,0.0669,0
0.052,1915.39,0.0639,0
0.0328,1680.05,0.08,0
0.0404,1933.59,0.0898,0
0.0927,1926.1,0.1184,1
0.0382,1740.49,0.0932,0
0.0435,1654.23,0.0791,0
0.0435,1122.67,0.1035,0
0.0221,2350.01,0.0545,0
0.0425,1792.74,0.1028,0
0.0421,1773.3,0.0591,0
0.0445,1572.13,0.102,0
0.0763,2592.13,0.1186,1
0.0654,1912.84,0.0585,0
0.0358,1664.17,0.0323,0
0.0336,1116.9,0.0834,0
0.0539,1575.02,0.0697,0
0.0567,1560.06,0.0416,0
0.0623,1808.04,0.058,0
0.0474,1984.17,0.0757,0
0.0421,1698.42,0.0428,0
0.0524,1920.62,0.1049,0
0.0473,1653.93,0.1083,0
0.0365,1787.67,0.0438,0
0.0414,1444.45,0.0692,0
0.0373,2075.84,0.0927,0
0.0533,1518.56,0.0578,0
0.0645,1544.99,0.1032,0
0.0338,1784.14,0.0738,0
0.0826,1985.56,0.1393,1
0.0349,1565.67,0.0987,0
0.0368,2387.96,0.0802,0
0.0583,1080.07,0.0668,0
0.0368,1764.89,0.0589,0
0.0349,2242.15,0.1059,0
0.0538,1735.33,0.0858,0
0.0485,2291.83,0.0732,0
0.0399,1439.11,0.0829,0
0.0443,2065.32,0.0584,0
0.0759,3145.67,0.1224,1
0.029,1543.93,0.0806,0
0.0392,1696.32,0.0765,0
0.0506,1979.93,0.0946,0
0.0947,2714.86,0.1088,1
0.0888,3050.73,0.126,1
0.061,1917.19,0.1115,0
0.0495,1254.72,0.0975,0
0.0402,1270.37,0.0799,0
0.0776,2997.5,0.1816,1
0.0428,2327.17,0.0512,0
0.0391,1951.39,0.065,0
0.0418,1401.85,0.0839,0
0.0272,1596.86,0.1096,0
0.0528,1944.1,0.0581,0
0.049,2129.21,0.066,0
0.0328,1905.93,0.0482,0
0.0444,1448.85,0.0924,0
0.0409,2299.66,0.0634,0
0.0429,1261.66,0.0899,0
0.0362,1494.47,0.0683,0
0.0222,1725.08,0.1028,0
0.0322,1480.09,0.1024,0
0.0321,1525.05,0.0392,0
0.0422,1907.71,0.0878,0
0.063,1230.16,0.0765,0
0.0408,1686.18,0.0645,0
0.0517,1533.43,0.0693,0
0.0403,1717.87,0.0846,0
0.0568,2275.97,0.0644,0
0.0435,1346.34,0.0683,0
0.0442,1812.35,0.0694,0
0.1075,2583.88,0.2048,1
0.0973,3131.67,0.1228,1
0.0429,1556.17,0.0421,0
0.0303,1832.62,0.0501,0
0.101,2341.99,0.1261,1
0.0451,1661.97,0.085,0
0.0417,1465.59,0.0834,0
0.0886,2892.56,0.1392,1
0.0327,1997.38,0.1141,0
0.0414,1967.66,0.0506,0
0.0618,1292.13,0.0958,0
0.061,2236.3,0.0921,0
0.0426,1198.14,0.0532,0
0.0961,2917.44,0.1666,1
0.048,1529.59,0.0789,0
0.052,2418.81,0.0818,0
0.047,1644.42,0.0667,0
0.0502,1591.82,0.0519,0
0.0474,2513.51,0.0996,0
0.0389,2110.76,0.067,0
0.0663,1479.25,0.0674,0
0.0457,2115.97,0.0597,0
0.0434,1248.49,0.0645,0
0.0699,2241.12,0.0941,1
0.0589,2258.95,0.1428,1
0.0552,2770.93,0.1169,1
0.047,1668.24,0.0714,0
0.0432,1631.45,0.0879,0
0.0336,2318.42,0.0811,0
0.0405,2080.49,0.0724,0
0.0873,3601.2,0.1483,1
0.065,1830.14,0.0803,0
0.1103,2421.45,0.151,1
0.0437,1837.87,0.0879,0
0.0859,2518.7,0.146,1
0.0348,1988.66,0.0983,0
0.0822,2643.67,0.181,1
0.0611,1713.3,0.0897,0
0.0325,1348.81,0.0941,0
0.054,1132.99,0.0457,0
0.0211,2667.44,0.0864,0
0.0411,1610.17,0.1033,0
0.0334,882.54,0.0847,0
0.0491,1626.19,0.0364,0
0.0815,2337.76,0.1697,1
0.0964,2225.23,0.1655,1
0.0193,1857.72,0.0369,0
0.0437,1484.75,0.0653,0
0.0388,2248.38,0.0641,0
0.0497,1599.02,0.0664,0
0.0403,2198.38,0.0692,0
0.0451,1432.25,0.0753,0
0.036,1363.28,0.0771,0
0.0866,2423.54,0.1121,1
0.0328,2212.3,0.1121,0
0.0547,2013.3,0.0826,0
0.0557,2023.3,0.0843,0
0.0361,1511.71,0.0533,0
0.0597,2054.38,0.0573,0
0.0504,1811.38,0.0901,0
0.0398,1128.82,0.0946,0
0.0489,1981.18,0.0704,0
0.0419,1791.05,0.0744,0
0.0491,2188.54,0.0875,0
0.0425,1359.26,0.0895,0
0.046,2236.43,0.0962,0
0.0483,2356.69,0.0679,0
0.0325,2002.51,0.075,0
0.0494,1723.06,0.0217,0
0.033,1450.14,0.0672,0
0.0469,1792.22,0.0867,0
0.0481,1431.72,0.0526,0
0.0474,1927.05,0.0345,0
0.0339,1764.89,0.043,0
0.0438,1346.61,0.0576,0
0.0536,3195.0,0.1056,1
0.0267,1295.8,0.0974,0
0.0357,1824.23,0.0808,0
0.0481,1811.91,0.0568,0
0.0281,1797.19,0.0922,0
0.0534,1746.83,0.1025,0
0.0577,2536.63,0.1589,1
0.0702,1102.33,0.0972,0
0.0455,2262.44,0.0726,0
0.0979,2394.04,0.1407,1
0.1017,2578.55,0.1812,1
0.0524,2308.25,0.0335,0
0.0285,1947.91,0.0807,0
0.0924,2236.4,0.159,1
0.0433,1963.17,0.0783,0
0.0638,1811.54,0.1112,0
0.0693,2508.95,0.143,1
0.0297,1996.51,0.1014,0
0.0489,1872.57,0.0434,0
0.0596,1745.69,0.0612,0
0.0423,1584.25,0.1025,0
0.1074,3068.49,0.1479,1
0.0439,1695.6,0.0447,0
0.0741,2077.11,0.0822,0
0.0417,1966.29,0.0774,0
0.0485,1945.61,0.0936,0
0.0495,1886.43,0.0865,0
0.0434,2539.15,0.0661,0
0.0453,1639.76,0.0855,0
0.0561,2008.08,0.0906,0
0.0449,1841.84,0.0687,0
0.0463,1291.55,0.0695,0
0.0738,2625.67,0.1906,1
0.0441,2111.65,0.0802,0
0.0457,1159.51,0.0554,0
0.0516,1765.07,0.0825,0
0.0494,1698.82,0.084,0
0.0935,3509.22,0.1654,1
0.0366,2014.43,0.0895,0
0.0468,2192.41,0.0684,0
0.0745,2198.19,0.136,1
0.05,1820.16,0.089,0
0.055,1716.51,0.1096,0
0.0357,1600.89,0.0847,0
0.0398,1905.58,0.0855,0
0.093,1924.98,0.1324,1
0.0759,1984.75,0.1323,1
0.0487,1671.36,0.1383,0
0.0493,2296.6,0.0859,0
0.044,1621.53,0.0485,0
0.0498,999.46,0.0772,0
0.0437,2109.54,0.0953,0
0.0414,1752.82,0.0828,0
0.0344,2057.82,0.1096,0
0.0294,1571.24,0.0742,0
0.034,1627.95,0.0807,0
0.0428,2439.2,0.1058,0
0.0548,2517.73,0.1254,0
0.071,1730.23,0.0617,0
0.0436,1892.81,0.0676,0
0.079,2666.77,0.1212,1
0.0975,1894.41,0.1402,1
0.0538,1887.43,0.0865,0
0.0561,1618.79,0.0702,0
0.0468,1522.56,0.052,0
0.1115,3114.17,0.1879,1
0.043,1421.93,0.0739,0
0.0607,1507.88,0.0587,0
0.0267,1827.68,0.0721,0
0.0939,2508.89,0.1437,1
0.0494,1713.06,0.0902,0
0.0575,1674.55,0.1114,0
0.0979,2541.05,0.137,1
0.047,1904.59,0.0611,0
0.0472,1310.17,0.0819,0
0.0493,1919.8,0.0938,0
0.0438,1572.05,0.0781,0
0.0526,1881.89,0.0709,0
0.0545,1600.79,0.1041,0
0.0353,1556.64,0.0911,0
0.0461,1377.44,0.0834,0
0.0302,2083.76,0.0547,0
0.0419,1875.82,0.0615,0
0.0534,1683.65,0.0959,0
0.0699,3048.0,0.1178,1
0.0846,2537.77,0.1248,1
0.0413,1976.38,0.11,0
0.0513,1766.91,0.0655,0
0.036,1286.31,0.0557,0
0.0339,854.2,0.0782,0
0.0495,2008.56,0.0888,0
0.0342,1484.8,0.1025,0
0.0681,3171.71,0.1377,1
0.0781,2340.43,0.1478,1
0.0837,2546.27,0.1493,1
0.0559,1220.6,0.0794,0
0.0531,1260.05,0.0967,0
0.0483,2093.22,0.0611,0
0.0404,1669.78,0.08,0
0.0396,1949.94,0.085,0
0.0466,1729.29,0.0873,0
0.0429,2459.3,0.1181,0
0.0595,3018.14,0.1274,1
0.0559,2339.87,0.0999,1
0.0508,1400.86,0.0619,0
0.0361,1718.73,0.0651,0
0.0564,1598.92,0.0363,0
0.0481,1602.79,0.0889,0
0.0562,2531.62,0.1312,1
0.0706,2811.25,0.1196,1
0.0644,2216.84,0.1018,1
0.0466,1492.98,0.0817,0
0.0528,2643.27,0.0746,1
0.0559,1854.31,0.0839,0
0.0959,2635.9,0.1284,1
0.0786,3033.28,0.1528,1
0.0504,2022.29,0.0741,0
0.0344,1317.66,0.0753,0
0.0431,1785.09,0.066,0
0.0521,2093.1,0.0727,0
0.0353,2317.4,0.0565,0
0.0528,1615.07,0.075,0
0.0369,1892.59,0.0934,0
0.0381,1920.33,0.0822,0
0.0622,1615.47,0.028,0
0.0502,2158.67,0.0739,0
0.0608,2153.5,0.0531,0
0.0431,2208.63,0.0985,0
0.0361,1620.56,0.0809,0
0.0636,2333.97,0.1565,1
0.0896,2105.26,0.1626,1
0.0404,1905.08,0.0994,0
0.0391,1864.89,0.0811,0
0.0542,1404.86,0.0409,0
0.0301,1587.32,0.1046,0
0.0477,2184.1,0.0538,0
0.0655,1683.05,0.084,0
0.0613,2180.93,0.0955,0
0.1122,2558.76,0.1823,1
0.0274,2111.57,0.071,0
0.0312,1979.05,0.0841,0
0.0308,1298.26,0.1058,0
0.0898,2994.96,0.1135,1
0.081,2256.17,0.1608,1
0.0448,1697.89,0.0756,0
0.0463,1645.11,0.1142,0
0.0371,1731.58,0.1052,0
0.0692,1481.15,0.108,0
0.0397,1808.51,0.0707,0
0.0466,1456.97,0.0758,0
0.0367,1831.17,0.1144,0
0.0584,1977.94,0.0896,0
0.0566,1771.59,0.0665,0
0.0528,2271.04,0.0662,0
0.0553,2304.89,0.0671,0
0.083,2823.68,0.1356,1
0.0279,1812.88,0.0958,0
0.0443,1679.1,0.0696,0
0.0362,2042.0,0.0808,0
0.0455,1306.04,0.084,0
0.0346,1453.22,0.1027,0
0.048,1057.72,0.0819,0
0.045,1775.25,0.0847,0
0.0551,1780.72,0.0831,0
0.077,2525.33,0.0902,1
0.0618,2450.95,0.1261,1
0.0305,2135.79,0.0882,0
0.1021,2885.06,0.1448,1
0.0383,2361.18,0.0317,0
0.0913,2592.44,0.1417,1
0.0907,2429.2,0.176,1
0.0688,2336.26,0.0984,1
0.0346,2009.49,0.1237,0
0.0472,1916.95,0.0811,0
0.0377,1841.93,0.0644,0
0.0527,1745.48,0.1094,0
0.0209,2038.56,0.0855,0
0.0421,2009.04,0.0488,0
0.0611,1506.94,0.091,0
0.0806,2035.5,0.14,1
0.0775,2284.02,0.1406,1
0.0305,1916.65,0.081,0
0.042,1825.28,0.019,0
0.0304,2180.04,0.0949,0
0.0358,2027.83,0.0699,0
0.0732,2953.54,0.1603,1
0.052,1975.4,0.0856,0
0.0407,1796.06,0.0998,0
0.0256,1276.65,0.1117,0
0.1056,2937.87,0.1209,1
0.0634,1973.63,0.0576,0
0.0556,1608.08,0.0793,0
0.0528,1835.04,0.0883,0
0.0499,1892.45,0.0928,0
0.0354,1989.94,0.0761,0
0.0473,1683.38,0.0935,0
0.0451,1334.85,0.0729,0
0.0514,1715.82,0.0719,0
0.0571,1955.25,0.0883,0
0.0474,1907.65,0.1202,0
0.0416,1807.47,0.0543,0
0.085,2978.34,0.1596,1
0.0798,2467.99,0.1196,1
0.0273,1348.86,0.0637,0
0.0366,2212.98,0.0642,0
0.06,1360.64,0.1255,0
