unit_id,cycle,sensor_2,sensor_3,sensor_4,sensor_7,sensor_11,sensor_15,RUL
2,35,641.435,1588.262,1399.927,553.543,47.267,8.445,167
2,36,642.217,1583.053,1409.013,554.624,47.391,8.452,166
2,37,642.7,1590.226,1405.409,554.127,47.4,8.37,165
2,38,642.462,1580.311,1397.027,554.472,47.483,8.474,164
2,39,642.03,1581.155,1400.424,553.864,47.296,8.461,163
2,40,641.996,1587.201,1396.007,554.031,47.28,8.386,162
2,41,642.058,1585.086,1400.391,554.684,47.258,8.407,161
2,42,641.227,1582.276,1400.507,553.448,47.631,8.41,160
2,43,642.757,1586.131,1402.384,553.74,47.289,8.486,159
2,44,641.139,1577.909,1398.978,553.784,47.464,8.437,158
2,45,642.016,1590.022,1408.494,553.861,47.535,8.43,157
2,46,641.943,1588.769,1403.054,553.762,47.666,8.322,156
2,47,641.564,1581.262,1400.29,553.626,46.924,8.381,155
2,48,641.821,1595.872,1413.359,553.539,47.213,8.375,154
2,49,641.356,1585.608,1396.641,553.695,46.907,8.391,153
2,50,642.289,1587.573,1405.214,553.069,47.525,8.39,152
2,51,642.513,1586.099,1394.533,553.563,47.406,8.447,151
2,52,642.172,1592.303,1408.918,553.584,47.505,8.501,150
2,53,643.124,1581.298,1397.398,554.447,47.056,8.371,149
2,54,642.03,1587.925,1402.426,553.371,47.156,8.396,148
2,55,641.86,1595.405,1404.911,554.131,47.206,8.418,147
2,56,641.942,1575.707,1394.943,552.774,46.769,8.378,146
2,57,642.866,1586.171,1411.041,553.876,47.531,8.391,145
2,58,642.513,1589.3,1399.925,553.941,47.48,8.406,144
2,59,641.779,1581.684,1403.992,553.816,47.144,8.429,143
2,60,642.548,1588.93,1412.873,554.282,47.095,8.496,142
2,61,642.06,1590.673,1404.059,553.429,46.897,8.423,141
2,62,641.604,1590.4,1412.842,553.227,47.429,8.402,140
2,63,642.031,1589.666,1403.601,554.487,47.236,8.471,139
2,64,642.365,1589.788,1401.24,553.583,47.332,8.399,138
2,65,642.626,1589.244,1407.577,554.367,47.727,8.418,137
2,66,642.504,1584.186,1404.249,553.289,47.773,8.448,136
2,67,642.246,1591.494,1391.179,552.573,47.571,8.437,135
2,68,642.464,1581.452,1404.158,554.572,47.582,8.442,134
2,69,642.162,1585.218,1391.617,553.69,47.591,8.373,133
2,70,642.07,1582.206,1398.696,553.578,46.862,8.461,132
2,71,642.714,1585.871,1389.7,553.043,47.696,8.326,131
2,72,642.227,1582.195,1409.509,553.194,47.493,8.461,130
2,73,643.217,1586.143,1407.036,552.78,47.693,8.409,129
2,74,642.147,1586.907,1395.501,553.627,47.641,8.452,128
2,75,641.692,1586.541,1409.429,552.563,47.135,8.476,127
2,76,642.537,1588.725,1416.234,553.727,47.572,8.55,126
2,77,642.327,1583.927,1407.744,553.702,47.28,8.401,125
2,78,643.471,1588.467,1400.885,553.93,47.389,8.433,124
2,79,642.693,1582.034,1407.496,554.418,47.537,8.429,123
2,80,642.22,1585.602,1403.959,553.263,47.653,8.376,122
2,81,642.845,1585.767,1407.848,552.878,47.761,8.496,121
2,82,642.897,1581.269,1410.665,553.633,47.031,8.446,120
2,83,642.638,1589.595,1406.858,553.566,47.805,8.496,119
2,84,641.193,1586.144,1404.912,552.534,47.465,8.498,118
2,85,642.002,1588.802,1400.51,553.064,47.815,8.427,117
2,86,642.708,1580.015,1417.285,553.69,47.404,8.473,116
2,87,641.874,1592.274,1404.274,553.276,47.331,8.428,115
2,88,642.83,1588.611,1410.236,553.363,47.587,8.435,114
2,89,643.53,1581.36,1414.0,554.041,47.25,8.542,113
2,90,642.983,1591.561,1406.711,553.237,47.415,8.469,112
2,91,643.175,1588.447,1401.183,553.747,47.702,8.481,111
2,92,642.889,1586.683,1401.188,552.89,47.068,8.465,110
2,93,642.525,1586.052,1389.139,552.689,47.761,8.43,109
2,94,642.734,1582.294,1415.616,553.23,47.558,8.55,108
2,95,643.263,1586.676,1403.536,553.128,47.618,8.454,107
2,96,642.412,1593.817,1406.523,554.429,47.518,8.53,106
2,97,642.76,1591.847,1402.973,552.841,47.614,8.499,105
2,98,642.626,1582.896,1399.273,552.543,47.062,8.465,104
2,99,643.124,1588.034,1393.986,553.15,47.468,8.546,103
2,100,641.971,1586.572,1417.898,553.459,47.654,8.467,102
2,101,642.785,1591.292,1402.921,553.661,47.175,8.477,101
2,102,642.726,1585.764,1407.758,552.899,47.255,8.45,100
2,103,642.159,1589.568,1401.11,553.555,47.232,8.443,99
2,104,642.384,1593.625,1410.109,553.081,47.657,8.382,98
2,105,642.655,1596.363,1409.039,553.209,47.674,8.503,97
2,106,641.785,1581.692,1409.625,552.806,47.87,8.456,96
2,107,641.823,1583.398,1391.983,553.035,47.5,8.452,95
2,108,643.189,1593.313,1407.578,552.073,47.706,8.493,94
2,109,642.853,1592.493,1401.731,554.132,47.317,8.501,93
2,110,641.964,1584.896,1417.939,552.985,47.772,8.482,92
2,111,642.686,1594.121,1407.542,552.213,47.366,8.495,91
2,112,642.921,1582.447,1404.737,552.801,47.48,8.419,90
2,113,642.47,1585.851,1413.834,553.484,47.54,8.46,89
2,114,642.826,1585.549,1402.446,552.597,47.423,8.43,88
2,115,642.846,1591.785,1399.928,553.068,47.532,8.491,87
2,116,642.777,1583.102,1401.999,553.057,47.849,8.39,86
2,117,642.949,1593.726,1408.78,553.305,47.421,8.475,85
2,118,642.074,1579.641,1415.479,552.525,47.488,8.425,84
2,119,642.179,1588.374,1405.57,553.194,47.72,8.494,83
2,120,642.932,1595.432,1403.668,552.965,47.895,8.533,82
2,121,642.195,1587.923,1418.348,553.234,47.666,8.475,81
2,122,642.672,1590.377,1408.812,552.946,47.642,8.457,80
2,123,643.095,1600.933,1399.791,553.117,47.438,8.509,79
2,124,642.887,1592.376,1417.634,553.038,47.916,8.393,78
2,125,643.592,1590.881,1417.176,552.319,47.43,8.493,77
2,126,642.879,1590.566,1417.345,552.034,47.887,8.489,76
2,127,642.806,1583.602,1413.986,551.696,47.811,8.43,75
2,128,642.932,1589.063,1418.114,552.801,47.48,8.471,74
2,129,643.491,1591.738,1408.914,552.759,47.268,8.507,73
2,130,642.137,1592.654,1412.13,554.058,47.39,8.489,72
2,131,643.749,1594.466,1407.312,552.963,47.671,8.505,71
2,132,642.636,1589.397,1402.033,552.905,47.788,8.486,70
2,133,642.235,1593.762,1413.941,552.462,47.611,8.436,69
2,134,642.511,1587.711,1419.257,552.492,47.846,8.476,68
2,135,643.095,1589.352,1417.258,552.531,47.299,8.443,67
2,136,642.755,1584.976,1414.615,552.552,48.291,8.43,66
2,137,643.097,1585.515,1409.327,552.842,47.121,8.51,65
2,138,643.873,1588.268,1413.981,553.27,47.667,8.478,64
2,139,642.003,1592.701,1411.879,552.238,47.745,8.479,63
2,140,642.801,1592.618,1404.663,553.254,47.37,8.477,62
2,141,643.915,1594.758,1413.416,552.247,47.593,8.508,61
2,142,643.078,1589.941,1412.782,552.596,47.37,8.485,60
2,143,643.484,1584.887,1411.967,552.28,47.764,8.492,59
2,144,643.748,1592.443,1405.371,553.011,47.548,8.485,58
2,145,643.236,1588.507,1418.737,552.275,47.593,8.483,57
2,146,642.852,1594.927,1417.291,553.503,48.32,8.469,56
2,147,643.149,1585.882,1408.992,552.319,47.494,8.47,55
2,148,643.064,1585.777,1418.85,552.161,48.467,8.495,54
2,149,643.173,1585.52,1424.174,553.166,47.844,8.46,53
2,150,643.247,1586.273,1422.852,552.997,47.8,8.418,52
2,151,642.721,1593.568,1421.496,553.133,47.384,8.528,51
2,152,643.632,1584.241,1414.313,552.701,47.712,8.443,50
2,153,643.04,1589.623,1413.614,552.268,47.683,8.517,49
2,154,643.397,1589.773,1412.187,552.582,47.319,8.539,48
2,155,643.21,1591.208,1420.552,551.545,47.311,8.532,47
2,156,643.218,1591.789,1412.158,552.839,48.044,8.542,46
2,157,643.116,1582.736,1419.69,553.103,47.978,8.488,45
2,158,643.548,1594.668,1424.572,552.04,47.766,8.554,44
2,159,643.283,1586.816,1417.851,552.753,47.85,8.534,43
2,160,643.152,1597.258,1410.105,552.155,47.837,8.562,42
2,161,642.607,1586.163,1403.428,552.451,47.561,8.513,41
2,162,643.59,1588.898,1417.188,552.27,48.014,8.548,40
2,163,642.993,1590.849,1422.209,552.602,47.503,8.557,39
2,164,642.829,1597.234,1422.238,552.536,47.898,8.523,38
2,165,643.634,1590.161,1417.655,552.812,47.724,8.508,37
2,166,642.803,1587.447,1405.419,552.726,48.323,8.591,36
2,167,642.621,1594.665,1425.07,552.118,47.902,8.455,35
2,168,643.485,1587.572,1417.884,551.551,48.018,8.578,34
2,169,643.025,1587.34,1403.899,552.183,47.743,8.476,33
2,170,643.594,1590.149,1410.531,552.024,48.163,8.563,32
2,171,643.343,1594.486,1410.17,552.303,47.938,8.521,31
2,172,643.61,1588.95,1420.345,552.547,47.178,8.589,30
2,173,642.055,1589.669,1423.589,552.098,47.547,8.499,29
2,174,643.901,1584.509,1424.362,552.214,47.621,8.521,28
2,175,642.994,1595.722,1422.135,551.366,47.825,8.511,27
2,176,644.046,1586.919,1427.518,552.194,47.641,8.519,26
2,177,643.116,1587.284,1418.614,551.582,47.393,8.532,25
2,178,642.678,1589.436,1412.743,551.745,48.445,8.551,24
2,179,643.612,1585.402,1414.428,552.272,47.695,8.586,23
2,180,642.973,1591.425,1414.989,552.232,47.797,8.541,22
2,181,643.42,1589.696,1421.571,552.253,47.941,8.535,21
2,182,643.898,1591.754,1416.975,552.171,48.394,8.5,20
2,183,643.899,1585.188,1420.274,552.891,48.098,8.562,19
2,184,643.313,1592.948,1417.614,551.694,47.91,8.564,18
2,185,643.232,1589.663,1411.121,552.267,48.125,8.567,17
2,186,644.025,1593.304,1421.791,552.208,47.972,8.538,16
2,187,644.6,1591.209,1415.6,552.257,48.065,8.504,15
2,188,644.121,1592.704,1413.087,552.619,48.164,8.511,14
2,189,644.429,1595.781,1419.85,552.804,48.054,8.562,13
2,190,643.345,1595.537,1422.929,552.0,47.824,8.569,12
2,191,643.624,1587.941,1411.397,552.26,47.377,8.574,11
2,192,643.453,1598.573,1417.426,552.291,47.935,8.571,10
2,193,644.013,1591.555,1426.526,551.449,48.114,8.605,9
2,194,643.991,1601.136,1416.125,551.24,47.798,8.596,8
2,195,643.931,1593.945,1414.129,552.297,47.747,8.617,7
2,196,645.006,1595.068,1424.526,551.651,47.608,8.548,6
2,197,643.242,1587.88,1431.522,552.018,48.162,8.561,5
2,198,643.669,1597.592,1421.156,552.13,48.024,8.561,4
2,199,643.127,1585.889,1419.942,551.877,47.758,8.575,3
2,200,643.798,1585.243,1416.183,552.036,48.183,8.531,2
2,201,643.858,1598.023,1426.499,551.769,47.976,8.553,1
2,202,644.011,1594.78,1425.776,551.866,48.305,8.584,0
3,1,642.393,1581.785,1389.159,554.771,47.264,8.331,196
3,2,641.681,1588.097,1398.344,553.742,47.551,8.358,195
3,3,641.644,1585.862,1402.384,554.244,47.43,8.408,194
3,4,642.225,1583.989,1400.44,554.047,47.256,8.431,193
3,5,642.257,1585.213,1395.234,554.025,47.197,8.408,192
3,6,643.003,1582.953,1402.651,554.523,47.229,8.494,191
3,7,641.842,1586.357,1395.355,553.81,47.268,8.435,190
3,8,642.158,1590.11,1399.61,553.816,47.883,8.417,189
3,9,641.694,1582.311,1394.559,554.447,47.118,8.407,188
3,10,641.992,1588.029,1395.171,553.437,47.266,8.426,187
3,11,642.173,1581.881,1404.355,553.599,47.081,8.365,186
3,12,642.613,1587.669,1403.961,554.591,47.917,8.334,185
3,13,641.698,1582.688,1395.268,553.424,47.14,8.354,184
3,14,642.185,1585.377,1403.303,554.212,47.368,8.388,183
3,15,642.992,1586.127,1389.287,553.453,46.784,8.404,182
3,16,641.987,1583.335,1412.575,554.224,47.402,8.367,181
3,17,641.596,1585.375,1401.596,553.016,47.178,8.405,180
3,18,641.953,1581.995,1397.37,553.851,47.248,8.429,179
3,19,642.54,1584.092,1397.922,554.153,47.38,8.388,178
3,20,642.414,1589.209,1408.462,554.818,47.013,8.406,177
3,21,642.068,1584.921,1396.87,553.181,47.254,8.376,176
3,22,642.106,1582.16,1394.223,554.035,47.271,8.43,175
3,23,643.055,1586.468,1403.788,553.373,46.914,8.47,174
3,24,641.661,1581.207,1400.701,553.861,47.013,8.395,173
3,25,642.635,1582.183,1392.633,554.372,47.364,8.383,172
3,26,641.374,1582.453,1400.727,554.477,46.984,8.405,171
3,27,642.395,1575.932,1407.319,553.297,47.329,8.419,170
3,28,642.585,1587.686,1386.915,553.49,47.283,8.402,169
3,29,642.317,1588.666,1404.893,553.769,46.789,8.392,168
3,30,642.294,1581.173,1405.095,554.323,47.285,8.288,167
3,31,641.537,1593.107,1398.094,552.871,47.565,8.412,166
3,32,642.615,1586.697,1404.192,554.037,47.433,8.503,165
3,33,642.56,1579.296,1404.188,554.42,47.562,8.395,164
3,34,642.653,1589.356,1417.013,553.467,47.138,8.401,163
3,35,641.914,1582.114,1385.071,553.618,47.36,8.394,162
3,36,643.012,1585.757,1409.465,553.959,47.477,8.425,161
3,37,642.762,1585.956,1404.767,554.004,47.201,8.431,160
3,38,643.158,1584.681,1404.381,554.443,47.561,8.416,159
3,39,641.086,1587.86,1388.621,554.541,47.322,8.456,158
3,40,641.759,1579.613,1403.577,553.782,47.159,8.42,157
3,41,643.416,1589.193,1408.386,554.213,47.655,8.409,156
3,42,641.253,1585.132,1407.036,553.299,47.245,8.39,155
3,43,642.859,1588.916,1406.153,554.086,47.282,8.426,154
3,44,641.657,1577.204,1403.223,553.93,47.597,8.482,153
3,45,642.903,1581.99,1400.288,554.0,47.931,8.479,152
3,46,642.707,1584.464,1397.183,554.146,47.026,8.411,151
3,47,642.158,1592.42,1400.436,552.524,47.431,8.393,150
3,48,642.236,1585.736,1401.004,554.131,46.925,8.401,149
3,49,642.531,1583.66,1393.076,554.061,47.592,8.421,148
3,50,641.348,1588.975,1392.854,553.873,47.093,8.377,147
3,51,642.038,1585.452,1399.033,554.005,47.207,8.463,146
3,52,642.371,1583.43,1397.788,552.878,47.395,8.41,145
3,53,641.184,1584.113,1397.664,554.481,46.9,8.367,144
3,54,642.758,1591.719,1398.687,553.368,47.483,8.333,143
3,55,641.428,1585.205,1412.545,553.458,47.358,8.472,142
3,56,643.221,1584.057,1403.233,554.578,46.956,8.468,141
3,57,641.822,1586.811,1401.968,553.179,47.094,8.439,140
3,58,642.736,1585.919,1403.935,553.934,47.101,8.458,139
3,59,642.664,1596.89,1401.349,553.41,47.54,8.462,138
3,60,642.062,1584.9,1406.945,553.216,47.249,8.434,137
3,61,642.758,1584.132,1392.736,552.663,47.04,8.378,136
3,62,642.248,1581.834,1399.668,553.225,47.249,8.485,135
3,63,642.623,1586.692,1401.212,553.386,47.445,8.456,134
3,64,641.925,1586.812,1391.884,553.698,47.557,8.422,133
3,65,643.159,1583.181,1405.474,553.565,47.345,8.43,132
3,66,642.397,1590.137,1412.533,553.572,47.578,8.407,131
3,67,642.702,1583.737,1410.907,554.669,47.348,8.348,130
3,68,642.118,1591.753,1407.78,553.678,47.635,8.456,129
3,69,642.921,1590.543,1413.691,553.723,47.613,8.425,128
3,70,642.111,1593.733,1405.957,553.936,47.422,8.415,127
3,71,642.394,1592.691,1408.091,552.668,47.341,8.51,126
3,72,642.302,1579.787,1416.219,553.855,47.381,8.425,125
3,73,642.893,1584.862,1411.852,553.775,47.464,8.446,124
3,74,642.336,1591.255,1399.873,552.683,47.561,8.467,123
3,75,642.639,1588.745,1403.245,553.877,47.4,8.423,122
3,76,642.291,1595.239,1394.862,553.723,46.996,8.439,121
3,77,642.245,1578.859,1407.71,553.272,46.895,8.478,120
3,78,643.094,1593.203,1407.635,553.475,47.756,8.512,119
3,79,642.967,1583.519,1406.795,553.661,46.976,8.464,118
3,80,643.489,1589.889,1414.534,553.522,47.415,8.462,117
3,81,642.107,1583.518,1413.398,554.106,47.19,8.486,116
3,82,642.444,1588.776,1408.669,553.906,47.462,8.505,115
3,83,642.631,1589.958,1401.017,554.478,47.564,8.478,114
3,84,641.777,1584.215,1413.553,553.531,46.972,8.492,113
3,85,642.265,1593.196,1405.708,553.479,47.75,8.415,112
